id,parent_ccss_id,grade,domain,domain_name,cluster,standard,is_subpart,text
7.NS.A.2.d,7.NS.A.2,7,NS,The Number System,A,2,TRUE,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.
7.NS.A.3,7.NS.A.3,7,NS,The Number System,A,3,FALSE,Solve real-world and mathematical problems involving the four operations with rational numbers.1
7.RP.A.1,7.RP.A.1,7,RP,Ratios & Proportional Relationships,A,1,FALSE,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units. For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction 1/2/1/4 miles per hour, equivalently 2 miles per hour."
7.RP.A.2,7.RP.A.2,7,RP,Ratios & Proportional Relationships,A,2,FALSE,Recognize and represent proportional relationships between quantities.
7.RP.A.2.a,7.RP.A.2,7,RP,Ratios & Proportional Relationships,A,2,TRUE,"Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin."
7.RP.A.2.b,7.RP.A.2,7,RP,Ratios & Proportional Relationships,A,2,TRUE,"Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships."
7.RP.A.2.c,7.RP.A.2,7,RP,Ratios & Proportional Relationships,A,2,TRUE,"Represent proportional relationships by equations. For example, if total cost t is proportional to the number n of items purchased at a constant price p, the relationship between the total cost and the number of items can be expressed as t = pn."
7.RP.A.2.d,7.RP.A.2,7,RP,Ratios & Proportional Relationships,A,2,TRUE,"Explain what a point (x, y) on the graph of a proportional relationship means in terms of the situation, with special attention to the points (0, 0) and (1, r) where r is the unit rate."
7.RP.A.3,7.RP.A.3,7,RP,Ratios & Proportional Relationships,A,3,FALSE,"Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error."
7.SP.A.1,7.SP.A.1,7,SP,Statistics & Probability,A,1,FALSE,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.
7.SP.A.2,7.SP.A.2,7,SP,Statistics & Probability,A,2,FALSE,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be."
7.SP.B.3,7.SP.B.3,7,SP,Statistics & Probability,B,3,FALSE,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable."
7.SP.B.4,7.SP.B.4,7,SP,Statistics & Probability,B,4,FALSE,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book."
7.SP.C.5,7.SP.C.5,7,SP,Statistics & Probability,C,5,FALSE,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event."
7.SP.C.6,7.SP.C.6,7,SP,Statistics & Probability,C,6,FALSE,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times."
7.SP.C.7,7.SP.C.7,7,SP,Statistics & Probability,C,7,FALSE,"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy."
7.SP.C.7.a,7.SP.C.7,7,SP,Statistics & Probability,C,7,TRUE,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected."
7.SP.C.7.b,7.SP.C.7,7,SP,Statistics & Probability,C,7,TRUE,"Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?"
7.SP.C.8,7.SP.C.8,7,SP,Statistics & Probability,C,8,FALSE,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation."
7.SP.C.8.a,7.SP.C.8,7,SP,Statistics & Probability,C,8,TRUE,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs."
7.SP.C.8.b,7.SP.C.8,7,SP,Statistics & Probability,C,8,TRUE,"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., ""rolling double sixes""), identify the outcomes in the sample space which compose the event."
7.SP.C.8.c,7.SP.C.8,7,SP,Statistics & Probability,C,8,TRUE,"Design and use a simulation to generate frequencies for compound events. For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?"
8.EE.A.1,8.EE.A.1,8,EE,Expressions & Equations,A,1,FALSE,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32 × 3-5 = 3-3 = 1/33 = 1/27."
8.EE.A.2,8.EE.A.2,8,EE,Expressions & Equations,A,2,FALSE,"Use square root and cube root symbols to represent solutions to equations of the form x2 = p and x3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that √2 is irrational."
8.EE.A.3,8.EE.A.3,8,EE,Expressions & Equations,A,3,FALSE,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 times 108 and the population of the world as 7 times 109, and determine that the world population is more than 20 times larger."
8.EE.A.4,8.EE.A.4,8,EE,Expressions & Equations,A,4,FALSE,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology"
8.EE.B.5,8.EE.B.5,8,EE,Expressions & Equations,B,5,FALSE,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."
8.EE.B.6,8.EE.B.6,8,EE,Expressions & Equations,B,6,FALSE,Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.
8.EE.C.7,8.EE.C.7,8,EE,Expressions & Equations,C,7,FALSE,Solve linear equations in one variable.
8.EE.C.7.a,8.EE.C.7,8,EE,Expressions & Equations,C,7,TRUE,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form x = a, a = a, or a = b results (where a and b are different numbers)."
8.EE.C.7.b,8.EE.C.7,8,EE,Expressions & Equations,C,7,TRUE,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms."
8.EE.C.8,8.EE.C.8,8,EE,Expressions & Equations,C,8,FALSE,Analyze and solve pairs of simultaneous linear equations.
8.EE.C.8.a,8.EE.C.8,8,EE,Expressions & Equations,C,8,TRUE,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously."
8.EE.C.8.b,8.EE.C.8,8,EE,Expressions & Equations,C,8,TRUE,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 and 6."
8.EE.C.8.c,8.EE.C.8,8,EE,Expressions & Equations,C,8,TRUE,"Solve real-world and mathematical problems leading to two linear equations in two variables. For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair."
8.F.A.1,8.F.A.1,8,F,Functions,A,1,FALSE,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.1
8.F.A.2,8.F.A.2,8,F,Functions,A,2,FALSE,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."
8.F.A.3,8.F.A.3,8,F,Functions,A,3,FALSE,"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line."
8.F.B.4,8.F.B.4,8,F,Functions,B,4,FALSE,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."
8.F.B.5,8.F.B.5,8,F,Functions,B,5,FALSE,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."
8.G.A.1,8.G.A.1,8,G,Geometry,A,1,FALSE,"Verify experimentally the properties of rotations, reflections, and translations:"
8.G.A.1.a,8.G.A.1,8,G,Geometry,A,1,TRUE,"Lines are taken to lines, and line segments to line segments of the same length."
8.G.A.1.b,8.G.A.1,8,G,Geometry,A,1,TRUE,Angles are taken to angles of the same measure.
8.G.A.1.c,8.G.A.1,8,G,Geometry,A,1,TRUE,Parallel lines are taken to parallel lines.
8.G.A.2,8.G.A.2,8,G,Geometry,A,2,FALSE,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them."
8.G.A.3,8.G.A.3,8,G,Geometry,A,3,FALSE,"Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."
8.G.A.4,8.G.A.4,8,G,Geometry,A,4,FALSE,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them."
8.G.A.5,8.G.A.5,8,G,Geometry,A,5,FALSE,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so."
8.G.B.6,8.G.B.6,8,G,Geometry,B,6,FALSE,Explain a proof of the Pythagorean Theorem and its converse.
8.G.B.7,8.G.B.7,8,G,Geometry,B,7,FALSE,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
8.G.B.8,8.G.B.8,8,G,Geometry,B,8,FALSE,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.
8.G.C.9,8.G.C.9,8,G,Geometry,C,9,FALSE,"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems."
8.NS.A.1,8.NS.A.1,8,NS,The Number System,A,1,FALSE,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number."
8.NS.A.2,8.NS.A.2,8,NS,The Number System,A,2,FALSE,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., π2). For example, by truncating the decimal expansion of √2, show that √2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."
8.SP.A.1,8.SP.A.1,8,SP,Statistics & Probability,A,1,FALSE,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association."
8.SP.A.2,8.SP.A.2,8,SP,Statistics & Probability,A,2,FALSE,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line."
8.SP.A.3,8.SP.A.3,8,SP,Statistics & Probability,A,3,FALSE,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height."
8.SP.A.4,8.SP.A.4,8,SP,Statistics & Probability,A,4,FALSE,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?"
HSA.APR.A.1,HSA.APR.A.1,HSA,APR,Arithmetic with Polynomials & Rational Expressions,A,1,FALSE,"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials."
HSA.APR.B.2,HSA.APR.B.2,HSA,APR,Arithmetic with Polynomials & Rational Expressions,B,2,FALSE,"Know and apply the Remainder Theorem: For a polynomial p(x) and a number a, the remainder on division by x - a is p(a), so p(a) = 0 if and only if (x - a) is a factor of p(x)."
HSA.APR.B.3,HSA.APR.B.3,HSA,APR,Arithmetic with Polynomials & Rational Expressions,B,3,FALSE,"Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial."
HSA.APR.C.4,HSA.APR.C.4,HSA,APR,Arithmetic with Polynomials & Rational Expressions,C,4,FALSE,"Prove polynomial identities and use them to describe numerical relationships. For example, the polynomial identity (x² + y²)² = (x² - y²)² + (2xy)² can be used to generate Pythagorean triples."
HSA.APR.C.5,HSA.APR.C.5,HSA,APR,Arithmetic with Polynomials & Rational Expressions,C,5,FALSE,"(+) Know and apply the Binomial Theorem for the expansion of (x + y)n in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by Pascal's Triangle.1"
HSA.APR.D.6,HSA.APR.D.6,HSA,APR,Arithmetic with Polynomials & Rational Expressions,D,6,FALSE,"Rewrite simple rational expressions in different forms; write a(x)/b(x) in the form q(x) + r(x)/b(x), where a(x), b(x), q(x), and r(x) are polynomials with the degree of r(x) less than the degree of b(x), using inspection, long division, or, for the more complicated examples, a computer algebra system."
HSA.APR.D.7,HSA.APR.D.7,HSA,APR,Arithmetic with Polynomials & Rational Expressions,D,7,FALSE,"(+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions."
HSA.CED.A.1,HSA.CED.A.1,HSA,CED,Creating Equations,A,1,FALSE,"Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions."
HSA.CED.A.2,HSA.CED.A.2,HSA,CED,Creating Equations,A,2,FALSE,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
HSA.CED.A.3,HSA.CED.A.3,HSA,CED,Creating Equations,A,3,FALSE,"Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or nonviable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods."
HSA.CED.A.4,HSA.CED.A.4,HSA,CED,Creating Equations,A,4,FALSE,"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange Ohm's law V = IR to highlight resistance R."
HSA.REI.A.1,HSA.REI.A.1,HSA,REI,Reasoning with Equations & Inequalities,A,1,FALSE,"Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method."
HSA.REI.A.2,HSA.REI.A.2,HSA,REI,Reasoning with Equations & Inequalities,A,2,FALSE,"Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise."
HSA.REI.B.3,HSA.REI.B.3,HSA,REI,Reasoning with Equations & Inequalities,B,3,FALSE,"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters."
HSA.REI.B.4,HSA.REI.B.4,HSA,REI,Reasoning with Equations & Inequalities,B,4,FALSE,Solve quadratic equations in one variable.
HSA.REI.B.4.a,HSA.REI.B.4,HSA,REI,Reasoning with Equations & Inequalities,B,4,TRUE,Use the method of completing the square to transform any quadratic equation in x into an equation of the form (x - p)² = q that has the same solutions. Derive the quadratic formula from this form.
HSA.REI.B.4.b,HSA.REI.B.4,HSA,REI,Reasoning with Equations & Inequalities,B,4,TRUE,"Solve quadratic equations by inspection (e.g., for x² = 49), taking square roots, completing the square, the quadratic formula and factoring, as appropriate to the initial form of the equation. Recognize when the quadratic formula gives complex solutions and write them as a ± bi for real numbers a and b."
HSA.REI.C.5,HSA.REI.C.5,HSA,REI,Reasoning with Equations & Inequalities,C,5,FALSE,"Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions."
HSA.REI.C.6,HSA.REI.C.6,HSA,REI,Reasoning with Equations & Inequalities,C,6,FALSE,"Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables."
HSA.REI.C.7,HSA.REI.C.7,HSA,REI,Reasoning with Equations & Inequalities,C,7,FALSE,"Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line y = -3x and the circle x2 + y2 = 3."
HSA.REI.C.8,HSA.REI.C.8,HSA,REI,Reasoning with Equations & Inequalities,C,8,FALSE,(+) Represent a system of linear equations as a single matrix equation in a vector variable.
HSA.REI.C.9,HSA.REI.C.9,HSA,REI,Reasoning with Equations & Inequalities,C,9,FALSE,(+) Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater).
HSA.REI.D.10,HSA.REI.D.10,HSA,REI,Reasoning with Equations & Inequalities,D,10,FALSE,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."
HSA.REI.D.11,HSA.REI.D.11,HSA,REI,Reasoning with Equations & Inequalities,D,11,FALSE,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.*"
HSA.REI.D.12,HSA.REI.D.12,HSA,REI,Reasoning with Equations & Inequalities,D,12,FALSE,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."
HSA.SSE.A.1,HSA.SSE.A.1,HSA,SSE,Seeing Structure in Expressions,A,1,FALSE,Interpret expressions that represent a quantity in terms of its context.*
HSA.SSE.A.1.a,HSA.SSE.A.1,HSA,SSE,Seeing Structure in Expressions,A,1,TRUE,"Interpret parts of an expression, such as terms, factors, and coefficients."
HSA.SSE.A.1.b,HSA.SSE.A.1,HSA,SSE,Seeing Structure in Expressions,A,1,TRUE,"Interpret complicated expressions by viewing one or more of their parts as a single entity. For example, interpret P(1+r)n as the product of P and a factor not depending on P."
HSA.SSE.A.2,HSA.SSE.A.2,HSA,SSE,Seeing Structure in Expressions,A,2,FALSE,"Use the structure of an expression to identify ways to rewrite it. For example, see x⁴ - y⁴ as (x²)² - (y²)², thus recognizing it as a difference of squares that can be factored as (x2 - y2)(x2 + y2)."
HSA.SSE.B.3,HSA.SSE.B.3,HSA,SSE,Seeing Structure in Expressions,B,3,FALSE,Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.*
HSA.SSE.B.3.a,HSA.SSE.B.3,HSA,SSE,Seeing Structure in Expressions,B,3,TRUE,Factor a quadratic expression to reveal the zeros of the function it defines.
HSA.SSE.B.3.b,HSA.SSE.B.3,HSA,SSE,Seeing Structure in Expressions,B,3,TRUE,Complete the square in a quadratic expression to reveal the maximum or minimum value of the function it defines.
HSA.SSE.B.3.c,HSA.SSE.B.3,HSA,SSE,Seeing Structure in Expressions,B,3,TRUE,Use the properties of exponents to transform expressions for exponential functions. For example the expression 1.15t can be rewritten as (1.151/12)12t ≈ 1.01212t to reveal the approximate equivalent monthly interest rate if the annual rate is 15%.
HSA.SSE.B.4,HSA.SSE.B.4,HSA,SSE,Seeing Structure in Expressions,B,4,FALSE,"Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. For example, calculate mortgage payments.*"
HSF.BF.A.1,HSF.BF.A.1,HSF,BF,Building Functions,A,1,FALSE,Write a function that describes a relationship between two quantities.*
HSF.BF.A.1.a,HSF.BF.A.1,HSF,BF,Building Functions,A,1,TRUE,"Determine an explicit expression, a recursive process, or steps for calculation from a context."
HSF.BF.A.1.b,HSF.BF.A.1,HSF,BF,Building Functions,A,1,TRUE,"Combine standard function types using arithmetic operations. For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model."
HSF.BF.A.1.c,HSF.BF.A.1,HSF,BF,Building Functions,A,1,TRUE,"(+) Compose functions. For example, if T(y) is the temperature in the atmosphere as a function of height, and h(t) is the height of a weather balloon as a function of time, then T(h(t)) is the temperature at the location of the weather balloon as a function of time."
HSF.BF.A.2,HSF.BF.A.2,HSF,BF,Building Functions,A,2,FALSE,"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.*"
HSF.BF.B.3,HSF.BF.B.3,HSF,BF,Building Functions,B,3,FALSE,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them."
HSF.BF.B.4,HSF.BF.B.4,HSF,BF,Building Functions,B,4,FALSE,Find inverse functions.
HSF.BF.B.4.a,HSF.BF.B.4,HSF,BF,Building Functions,B,4,TRUE,"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. For example, f(x) = 2 x³ or f(x) = (x+1)/(x-1) for x ≠ 1."
HSF.BF.B.4.b,HSF.BF.B.4,HSF,BF,Building Functions,B,4,TRUE,(+) Verify by composition that one function is the inverse of another.
HSF.BF.B.4.c,HSF.BF.B.4,HSF,BF,Building Functions,B,4,TRUE,"(+) Read values of an inverse function from a graph or a table, given that the function has an inverse."
HSF.BF.B.4.d,HSF.BF.B.4,HSF,BF,Building Functions,B,4,TRUE,(+) Produce an invertible function from a non-invertible function by restricting the domain.
HSF.BF.B.5,HSF.BF.B.5,HSF,BF,Building Functions,B,5,FALSE,(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.
HSF.IF.A.1,HSF.IF.A.1,HSF,IF,Interpreting Functions,A,1,FALSE,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
HSF.IF.A.2,HSF.IF.A.2,HSF,IF,Interpreting Functions,A,2,FALSE,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
HSF.IF.A.3,HSF.IF.A.3,HSF,IF,Interpreting Functions,A,3,FALSE,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1."
HSF.IF.B.4,HSF.IF.B.4,HSF,IF,Interpreting Functions,B,4,FALSE,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.*"
HSF.IF.B.5,HSF.IF.B.5,HSF,IF,Interpreting Functions,B,5,FALSE,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.*"
HSF.IF.B.6,HSF.IF.B.6,HSF,IF,Interpreting Functions,B,6,FALSE,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.*
HSF.IF.C.7,HSF.IF.C.7,HSF,IF,Interpreting Functions,C,7,FALSE,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.*"
HSF.IF.C.7.a,HSF.IF.C.7,HSF,IF,Interpreting Functions,C,7,TRUE,"Graph linear and quadratic functions and show intercepts, maxima, and minima."
HSF.IF.C.7.b,HSF.IF.C.7,HSF,IF,Interpreting Functions,C,7,TRUE,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions."
HSF.IF.C.7.c,HSF.IF.C.7,HSF,IF,Interpreting Functions,C,7,TRUE,"Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior."
HSF.IF.C.7.d,HSF.IF.C.7,HSF,IF,Interpreting Functions,C,7,TRUE,"(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior."
HSF.IF.C.7.e,HSF.IF.C.7,HSF,IF,Interpreting Functions,C,7,TRUE,"Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude."
HSF.IF.C.8,HSF.IF.C.8,HSF,IF,Interpreting Functions,C,8,FALSE,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.
HSF.IF.C.8.a,HSF.IF.C.8,HSF,IF,Interpreting Functions,C,8,TRUE,"Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context."
HSF.IF.C.8.b,HSF.IF.C.8,HSF,IF,Interpreting Functions,C,8,TRUE,"Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)^t, y = (0.97)^t, y = (1.01)12^t, y = (1.2)^t/10, and classify them as representing exponential growth or decay."
HSF.IF.C.9,HSF.IF.C.9,HSF,IF,Interpreting Functions,C,9,FALSE,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum."
HSF.LE.A.1,HSF.LE.A.1,HSF,LE,"Linear, Quadratic, & Exponential Models",A,1,FALSE,Distinguish between situations that can be modeled with linear functions and with exponential functions.
HSF.LE.A.1.a,HSF.LE.A.1,HSF,LE,"Linear, Quadratic, & Exponential Models",A,1,TRUE,"Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals."
HSF.LE.A.1.b,HSF.LE.A.1,HSF,LE,"Linear, Quadratic, & Exponential Models",A,1,TRUE,Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.
HSF.LE.A.1.c,HSF.LE.A.1,HSF,LE,"Linear, Quadratic, & Exponential Models",A,1,TRUE,Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.
HSF.LE.A.2,HSF.LE.A.2,HSF,LE,"Linear, Quadratic, & Exponential Models",A,2,FALSE,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table)."
