state,grade,standard_id,standard_text
VA,7,7.MG.1.c,"Determine if a problem in context, involving a rectangular prism or right cylinder, represents the application of volume or surface area."
VA,7,7.MG.2.a,"Identify corresponding congruent angles of similar quadrilaterals and triangles, through the use of geometric markings."
VA,7,7.MG.2.b,Identify corresponding sides of similar quadrilaterals and triangles.
VA,7,7.MG.2.c,"Given two similar quadrilaterals or triangles, write similarity statements using symbols."
VA,7,7.MG.2.d,Write proportions to express the relationships between the lengths of corresponding sides of similar quadrilaterals and triangles.
VA,7,7.MG.2.e,Recognize and justify if two quadrilaterals or triangles are similar using the ratios of corresponding side lengths.
VA,7,7.MG.2.f,Solve a proportion to determine a missing side length of similar quadrilaterals or triangles.
VA,7,7.MG.2.g,"Given angle measures in a quadrilateral or triangle, determine unknown angle measures in a similar quadrilateral or triangle."
VA,7,7.MG.2.h,Apply proportional reasoning to solve problems in context including scale drawings. Scale factors shall have denominators no greater than 12 and decimals no less than tenths.
VA,7,7.MG.3.a,"Compare and contrast properties of the following quadrilaterals: parallelogram, rectangle, square, rhombus, and trapezoid:"
VA,7,7.MG.3.a.i,parallel/perpendicular sides and diagonals;
VA,7,7.MG.3.a.ii,"congruence of angle measures, side, and diagonal lengths; and"
VA,7,7.MG.3.b,"Sort and classify quadrilaterals as parallelograms, rectangles, trapezoids, rhombi, and/or squares based on their properties:"
VA,7,7.MG.3.b.i,parallel/perpendicular sides and diagonals;
VA,7,7.MG.3.b.ii,"congruence of angle measures, side, and diagonal lengths; and"
VA,7,7.MG.4.a,"Given a preimage in the coordinate plane, identify the coordinates of the image of a polygon that has been dilated. Scale factors are limited to , , 2, 3, or 4. The center of the dilation will be the origin."
VA,7,7.MG.4.b,"Sketch the image of a dilation of a polygon limited to a scale factor of , , 2, 3, or 4. The center of the dilation will be the origin."
VA,7,7.MG.4.c,"Identify and describe dilations in context including, but not limited to, scale drawings and graphic design."
VA,7,7.NS.1.c,Convert between numbers greater than 0 written in scientific notation and decimals.
VA,7,7.NS.1.d,Compare and order no more than four numbers greater than 0 written in scientific notation. Ordering may be in ascending or descending order.
VA,7,7.NS.2.a,"Use multiple strategies (e.g., benchmarks, number line, equivalency) to compare (using symbols <, >, =) and order (a set of no more than four) rational numbers expressed as integers, fractions (proper or improper), mixed numbers, decimals, and percents. Fractions and mixed numbers may be positive or negative. Decimals may be positive or negative and are limited to the thousandths place. Ordering may be in ascending or descending order. Justify solutions orally, in writing or with a model."
VA,7,7.NS.3.a,Determine the positive square root of a perfect square from 0 to 400.
VA,7,7.NS.3.b,Describe the relationship between square roots and perfect squares.
VA,7,7.PFA.1.a,"Determine the slope, m, as the rate of change in a proportional relationship between two quantities given a table of values, graph, or contextual situation and write an equation in the form y = mx to represent the direct variation relationship. Slope may include positive or negative values (slope will be limited to positive values in a contextual situation)."
VA,7,7.PFA.1.b,"Identify and describe a line with a slope that is positive, negative, or zero (0), given a graph."
VA,7,7.PFA.1.c,"Graph a line representing a proportional relationship, between two quantities given an ordered pair on the line and the slope, m, as rate of change. Slope may include positive or negative values."
VA,7,7.PFA.1.d,"Graph a line representing a proportional relationship between two quantities given the equation of the line in the form y = mx, where m represents the slope as rate of change. Slope may include positive or negative values."
VA,7,7.PFA.1.e,"Make connections between and among representations of a proportional relationship between two quantities using problems in context, tables, equations, and graphs. Slope may include positive or negative values (slope will be limited to positive values in a contextual situation)."
VA,7,7.PFA.2.b,"Represent equivalent algebraic expressions in one variable using concrete manipulatives and pictorial representations (e.g., colored chips, algebra tiles)."
VA,7,7.PFA.3.b,Apply properties of real numbers and properties of equality to solve two-step linear equations in one variable. Coefficients and numeric terms will be rational.
VA,7,7.PFA.3.c,Confirm algebraic solutions to linear equations in one variable.
VA,7,7.PFA.3.d,"Write a two-step linear equation in one variable to represent a verbal situation, including those in context."
VA,7,7.PFA.3.e,Create a verbal situation in context given a two-step linear equation in one variable.
VA,7,7.PFA.3.f,Solve problems in context that require the solution of a two-step linear equation.
VA,7,7.PFA.4.e,Create a verbal situation in context given a one- or two-step linear inequality in one variable.
VA,7,7.PS.1.a,Determine the theoretical probability of an event.
VA,7,7.PS.1.b,"Given the results of a statistical investigation, determine the experimental probability of an event."
VA,7,7.PS.1.c,Describe changes in the experimental probability as the number of trials increases.
VA,7,7.PS.1.d,Investigate and describe the difference between the probability of an event found through experiment or simulation versus the theoretical probability of that same event.
VA,7,7.PS.2.a,Formulate questions that require the collection or acquisition of data with a focus on histograms.
VA,7,7.PS.2.b,"Determine the data needed to answer a formulated question and collect the data (or acquire existing data) using various methods (e.g., observations, measurement, surveys, experiments)."
VA,7,7.PS.2.c,Determine how sample size and randomness will ensure that the data collected is a sample that is representative of a larger population.
VA,7,7.PS.2.d,Organize and represent numerical data using histograms with and without the use of technology.
VA,7,7.PS.2.e,Investigate and explain how using different intervals could impact the representation of the data in a histogram.
VA,7,7.PS.2.g,Analyze data represented in histograms by making observations and drawing conclusions. Determine how histograms reveal patterns in data that cannot be easily seen by looking at the corresponding given data set.
VA,8,8.CE.1.a,Estimate and solve contextual problems that require the computation of one discount or markup and the resulting sale price.
VA,8,8.CE.1.b,"Estimate and solve contextual problems that require the computation of the sales tax, tip and resulting total."
VA,8,8.CE.1.c,Estimate and solve contextual problems that require the computation of the percent increase or decrease.
VA,8,8.MG.1.a,"Identify and describe the relationship between pairs of angles that are vertical, adjacent, supplementary, and complementary."
VA,8,8.MG.1.b,"Use the relationships among supplementary, complementary, vertical, and adjacent angles to solve problems, including those in context, involving the measure of unknown angles."
VA,8,8.MG.2.a,"Determine the surface area of square-based pyramids by using concrete objects, nets, diagrams, and formulas."
VA,8,8.MG.2.b,"Determine the volume of cones and square-based pyramids, using concrete objects, diagrams, and formulas."
VA,8,8.MG.2.c,"Examine and explain the relationship between the volume of cones and cylinders, and the volume of rectangular prisms and square-based pyramids."
VA,8,8.MG.2.d,Solve problems in context involving volume of cones and square-based pyramids and the surface area of square-based pyramids.
VA,8,8.MG.3.a,"Given a preimage in the coordinate plane, identify the coordinates of the image of a polygon that has been translated vertically, horizontally, or a combination of both."
VA,8,8.MG.3.b,"Given a preimage in the coordinate plane, identify the coordinates of the image of a polygon that has been reflected over the x- or y-axis."
VA,8,8.MG.3.c,"Given a preimage in the coordinate plane, identify the coordinates of the image of a polygon that has been translated and reflected over the x- or y-axis or reflected over the x- or y-axis and then translated."
VA,8,8.MG.3.d,"Sketch the image of a polygon that has been translated vertically, horizontally, or a combination of both."
VA,8,8.MG.3.e,Sketch the image of a polygon that has been reflected over the x- or y-axis.
VA,8,8.MG.3.f,"Sketch the image of a polygon that has been translated and reflected over the x- or y-axis, or reflected over the x- or y-axis and then translated."
VA,8,8.MG.3.g,"Identify and describe transformations in context (e.g., tiling, fabric, wallpaper designs, art)."
VA,8,8.MG.4.a,"Verify the Pythagorean Theorem using diagrams, concrete materials, and measurement."
VA,8,8.MG.4.b,Determine whether a triangle is a right triangle given the measures of its three sides.
VA,8,8.MG.4.c,Identify the parts of a right triangle (the hypotenuse and the legs) given figures in various orientations.
VA,8,8.MG.4.d,"Determine the measure of a side of a right triangle, given the measures of the other two sides."
VA,8,8.MG.4.e,"Apply the Pythagorean Theorem, and its converse, to solve problems involving right triangles in context."
VA,8,8.MG.5.a,"Subdivide a plane figure into triangles, rectangles, squares, trapezoids, parallelograms, circles, and semicircles. Determine the area of subdivisions and combine to determine the area of the composite plane figure."
VA,8,8.MG.5.c,"Apply perimeter, circumference, and area formulas to solve contextual problems involving composite plane figures."
VA,8,8.NS.1.a,Estimate and identify the two consecutive natural numbers between which the positive square root of a given number lies and justify which natural number is the better approximation. Numbers are limited to natural numbers from 1 to 400.
VA,8,8.NS.1.b,"Use rational approximations (to the nearest hundredth) of irrational numbers to compare, order, and locate values on a number line. Radicals may include both positive and negative square roots of values from 0 to 400 yielding an irrational number."
VA,8,8.PFA.2.a,"Determine whether a relation, represented by a set of ordered pairs, a table, or a graph of discrete points is a function. Sets are limited to no more than 10 ordered pairs."
VA,8,8.PFA.3.a,Determine how adding a constant (b) to the equation of a proportional relationship y = mx will translate the line on a graph.
VA,8,8.PFA.3.b,"Describe key characteristics of linear functions including slope (m), y-intercept (b), and independent and dependent variables."
VA,8,8.PFA.3.c,"Graph a linear function given a table, equation, or a situation in context."
VA,8,8.PFA.3.d,"Create a table of values for a linear function given a graph, equation in the form of y = mx + b, or context."
VA,8,8.PFA.3.e,"Write an equation of a linear function in the form y = mx + b, given a graph, table, or a situation in context."
VA,8,8.PFA.4.b,Apply properties of real numbers and properties of equality to solve multistep linear equations in one variable (up to four steps). Coefficients and numeric terms will be rational. Equations may contain expressions that need to be expanded (using the distributive property) or require combining like terms to solve.
VA,8,8.PFA.4.c,"Write a multistep linear equation in one variable to represent a verbal situation, including those in context."
VA,8,8.PFA.4.e,Solve problems in context that require the solution of a multistep linear equation.
VA,8,8.PFA.4.f,Interpret algebraic solutions in context to linear equations in one variable.
VA,8,8.PFA.4.g,Confirm algebraic solutions to linear equations in one variable.
VA,8,8.PFA.5.a,Apply properties of real numbers and properties of inequality to solve multistep linear inequalities (up to four steps) in one variable with the variable on one or both sides of the inequality. Coefficients and numeric terms will be rational. Inequalities may contain expressions that need to be expanded (using the distributive property) or require combining like terms to solve.
VA,8,8.PFA.5.b,Represent solutions to inequalities algebraically and graphically using a number line.
VA,8,8.PFA.5.c,"Write multistep linear inequalities in one variable to represent a verbal situation, including those in context."
VA,8,8.PFA.5.e,Solve problems in context that require the solution of a multistep linear inequality in one variable.
VA,8,8.PFA.5.f,Identify a numerical value(s) that is part of the solution set of a given inequality.
VA,8,8.PFA.5.g,Interpret algebraic solutions in context to linear inequalities in one variable.
VA,8,8.PS.1.c,Determine the probability of two independent events.
VA,8,8.PS.2.b,"Determine the data needed to answer a formulated question and collect the data (or acquire existing data) using various methods (e.g., observations, measurement, surveys, experiments)."
VA,8,8.PS.2.c,Determine how statistical bias might affect whether the data collected from the sample is representative of the larger population.
VA,8,8.PS.2.d,"Organize and represent a numeric data set of no more than 20 items, using boxplots, with and without the use of technology."
VA,8,8.PS.2.e,"Identify and describe the lower extreme (minimum), upper extreme (maximum), median, upper quartile, lower quartile, range, and interquartile range given a data set, represented by a boxplot."
VA,8,8.PS.2.f,Describe how the presence of an extreme data point (outlier) affects the shape and spread of the data distribution of a boxplot.
VA,8,8.PS.2.g,Analyze data represented in a boxplot by making observations and drawing conclusions.
VA,8,8.PS.2.h,Compare and analyze two data sets represented in boxplots.
VA,8,8.PS.3.a,Formulate questions that require the collection or acquisition of data with a focus on scatterplots.
VA,8,8.PS.3.b,"Determine the data needed to answer a formulated question and collect the data (or acquire existing data) of no more than 20 items using various methods (e.g., observations, measurement, surveys, experiments)."
VA,8,8.PS.3.c,Organize and represent numeric bivariate data using scatterplots with and without the use of technology.
VA,8,8.PS.3.d,"Make observations about a set of data points in a scatterplot as having a positive linear relationship, a negative linear relationship, or no relationship."
VA,8,8.PS.3.e,Analyze and justify the relationship of the quantitative bivariate data represented in scatterplots.
VA,8,8.PS.3.f,Sketch the line of best fit for data represented in a scatterplot.
VA,K,K.CE.1.a,"Use objects, drawings, words, or numbers to compose and decompose numbers less than or equal to 5 in multiple ways."
VA,K,K.CE.1.b,Recognize and describe with fluency part-part-whole relationships for numbers up to 5 in a variety of configurations.
VA,K,K.CE.1.c,Model and identify the number that makes 5 when added to a given number less than or equal to 5.
VA,K,K.CE.1.d,"Use objects, drawings, words, or numbers to compose and decompose numbers less than or equal to 10 in multiple ways."
VA,K,K.CE.1.e,Model and identify the number that makes 10 when added to a given number less than or equal to 10.
VA,K,K.CE.1.f,"Model and solve single-step contextual problems (join, separate, and part-part-whole) using 10 or fewer concrete objects."
VA,K,K.MG.1.a,"Use direct comparisons to compare, describe, and justify the:"
VA,K,K.MG.1.a.i,lengths of two objects using the terms longer or shorter;
VA,K,K.MG.1.a.ii,heights of two objects using the terms taller or shorter;
VA,K,K.MG.1.a.iii,weights of two objects using the terms heavier or lighter;
VA,K,K.MG.1.a.iv,volumes of two containers using the terms more or less; and
VA,K,K.MG.2.a,"Identify and name concrete and pictorial representations of circles, triangles, squares, and rectangles regardless of their orientation in space."
VA,K,K.MG.2.c,Describe a circle using terms such as round and curved.
VA,K,K.MG.2.d,"Distinguish between examples and nonexamples of identified plane figures (circles, triangles, squares, and rectangles)."
VA,K,K.MG.2.e,Compare and contrast two plane figures using characteristics to describe similarities and differences.
VA,K,K.MG.2.f,"Construct plane figures (circles, triangles, squares, and rectangles) using a variety of materials (e.g., straws, sticks, pipe cleaners)."
VA,K,K.NS.1.a,"Use one-to-one correspondence to determine how many are in a given set containing 30 or fewer concrete objects (e.g., cubes, pennies, balls), and describe the last number named as the total number of objects counted."
VA,K,K.NS.1.b,Recognize and explain that the number of objects remains the same regardless of the arrangement or the order in which the objects are counted.
VA,K,K.NS.1.c,"Represent forward counting by ones using a variety of tools, including five-frames, ten-frames, and number paths (a prelude to number lines)."
VA,K,K.NS.1.d,Count forward orally by ones from 0 to 100.
VA,K,K.NS.1.e,"Count forward orally by ones, within 100, starting at any given number."
VA,K,K.NS.1.i,"Use objects, drawings, words, or numbers to compose and decompose numbers 11–19 into a ten and some ones."
VA,K,K.NS.1.j,"Group a collection of up to 100 objects (e.g., counters, pennies, cubes) into sets of ten and count by tens to determine the total (e.g., there are 3 groups of ten and 6 leftovers, 36 total objects)."
VA,K,K.NS.2.f,"Compare two sets containing up to 30 concrete objects or pictorial models, using the terms more, fewer, or the same as (equal to)."
VA,K,K.PS.1.a,"Sort and classify concrete objects into appropriate subsets (categories) based on one attribute (e.g., size, shape, color, thickness)."
VA,K,K.PS.1.b,"Describe and label attributes (e.g., size, color, shape) of a set of objects (e.g., coins, counters, buttons) that has been sorted."
VA,K,K.PS.1.g,Analyze data represented in object graphs and picture graphs and communicate results:
VA,1,1.MG.2.a,"Describe triangles, squares, and rectangles using the terms sides, vertices, and angles. Describe a circle using terms such as round and curved."
VA,1,1.MG.2.b,"Sort plane figures based on their characteristics (e.g., number of sides, vertices, angles, curved)."
VA,1,1.MG.2.c,"Draw and name the plane figure (circle, square, rectangle, triangle) when given information about the number of sides, vertices, and angles."
VA,1,1.MG.2.d,"Identify, name, and describe representations of circles, squares, rectangles, and triangles, regardless of orientation, in different environments and explain reasoning."
VA,1,1.MG.2.f,"Compose larger plane figures by combining two or three simple plane figures (triangles, squares, and/or rectangles)."
VA,1,1.NS.2.e,"Compare two numbers between 0 and 120 represented pictorially or with concrete objects using the terms greater than, less than, or equal to."
VA,2,2.NS.2.g,"Compare two whole numbers, each 999 or less, represented concretely, pictorially, or symbolically, using words (greater than, less than, or equal to) and symbols (>, <, or =). Justify reasoning orally, in writing, or with a model."
VA,2,2.NS.2.h,"Order up to three whole numbers, each 999 or less, represented concretely, pictorially, or symbolically from least to greatest and greatest to least."
VA,2,2.NS.3.f,"Compare unit fractions for halves, fourths, eighths, thirds, and sixths using words (greater than, less than or equal to) and symbols (>, <, =), with region/area and length models."
VA,2,2.NS.4.a,"Identify a quarter and its value and determine multiple ways to represent the value of a quarter using pennies, nickels, and/or dimes."
VA,2,2.NS.4.b,"Count by ones, fives, tens, and twenty-fives to determine the value of a collection of mixed coins and one-dollar bills whose total value is $2.00 or less."
VA,2,2.NS.4.c,Construct a set of coins and/or bills to total a given amount of money whose value is $2.00 or less.
VA,2,2.NS.4.d,Represent the value of a collection of coins and one-dollar bills (limited to $2.00 or less) using the cent (¢) and dollar ($) symbols and decimal point (.).
VA,2,2.PS.1.c,Organize and represent a data set using a pictograph where each symbol represents up to 2 data points. Determine and use a key to assist in the analysis of the data.
VA,2,2.PS.1.d,"Organize and represent a data set using a bar graph with a title and labeled axes (limited to 25 or fewer data points for up to six categories, and limit increments of scale to multiples of 1 or 2)."
VA,2,2.PS.1.e,Analyze data represented in pictographs and bar graphs and communicate results:
VA,2,2.PS.1.e.i,"ask and answer questions about the data represented in pictographs and bar graphs (e.g., total number of data points represented, how many in each category, how many more or less are in one category than another). Pictograph keys will be limited to symbols representing 1, 2, 5, or 10 pieces of data and bar graphs will be limited to scales with increments in multiples of 1, 2, 5, or 10; and"
VA,2,2.PS.1.e.ii,draw conclusions about the data and make predictions based on the data.
VA,3,3.CE.1.b,"Apply strategies (e.g., rounding to the nearest 10 or 100, using compatible numbers, using other number relationships) to estimate a solution for single-step or multistep addition or subtraction problems, including those in context, where addends or minuends do not exceed 1,000."
VA,4,4.CE.1.c,"Apply strategies (e.g., place value, properties of addition, other number relationships) and algorithms, including the standard algorithm, to determine the sum or difference of two whole numbers, where addends and minuends do not exceed 10,000."
VA,4,4.CE.2.j,"Estimate, represent, solve, and justify solutions to single-step contextual problems involving division with whole numbers."
VA,4,4.CE.2.k,Interpret the quotient and remainder when solving a contextual problem.
VA,4,4.MG.4.a,"Identify and describe points, lines, line segments, rays, and angles, including endpoints and vertices."
VA,4,4.MG.4.b,"Describe endpoints and vertices in relation to lines, line segments, rays, and angles."
VA,4,4.MG.4.c,"Draw representations of points, line segments, rays, angles, and lines, using a ruler or straightedge."
VA,4,4.MG.4.e,"Use symbolic notation to name points, lines, line segments, rays, angles, and to describe parallel and perpendicular lines."
VA,4,4.MG.5.b,"Identify and describe points, line segments, angles, and vertices in quadrilaterals."
VA,4,4.MG.5.d,"Compare, contrast, and classify quadrilaterals (parallelograms, rectangles, squares, rhombi, and/or trapezoids) based on the following properties and attributes:"
VA,4,4.MG.5.d.i,parallel sides;
VA,4,4.MG.5.d.iii,congruence of sides; and
VA,4,4.MG.5.d.iv,number of right angles.
VA,4,4.MG.5.f,Use symbolic notation to name line segments and angles in quadrilaterals.
VA,4,4.NS.3.g,"Represent the division of two whole numbers as a fraction given a contextual situation and a model (e.g.,  means the same as 3 divided by 5 or  represents the amount of muffin each of five children will receive when sharing three muffins equally)."
VA,5,5.CE.1.b.ii,factors do not exceed two digits by three digits;
VA,5,5.CE.1.b.iii,divisors do not exceed two digits; or
VA,5,5.CE.1.b.iv,dividends do not exceed four digits.
VA,5,5.CE.1.c,Interpret the quotient and remainder when solving a contextual problem.
VA,5,5.CE.3.b.i,"a two-digit factor and a one-digit factor (e.g., 2.3 × 4; 0.08 × 0.9; .16 × 5);"
VA,5,5.CE.3.b.ii,"a three-digit factor and a one-digit factor (e.g., 0.156 × 4, 3.28 × 7, 8.09 × 0.2); and"
VA,5,5.CE.3.b.iii,"a two-digit factor and a two-digit factor (e.g., 0.85 × 3.7, 14 × 1.6, 9.2 × 3.5)."
VA,5,5.CE.3.c.i,quotients do not exceed four digits with or without a decimal point;
VA,5,5.CE.3.c.iii,divisors are limited to a single digit whole number or a decimal expressed as tenths; and
VA,5,5.MG.3.h,Solve addition and subtraction contextual problems to determine unknown angle measures on a diagram.
VA,6,6.MG.2.a,"Develop the formula for determining the area of parallelograms and triangles using pictorial representations and concrete manipulatives (e.g., two-dimensional diagrams, grid paper)."
VA,6,6.MG.2.b,"Solve problems, including those in context, involving the perimeter and area of triangles and parallelograms."
VA,6,6.NS.1.a,"Estimate and determine the percent represented by a given model (e.g., number line, picture, verbal description), including percents greater than 100% and less than 1%."
VA,6,6.NS.1.b,"Represent and determine equivalencies among decimals (through the thousandths place) and percents incorporating the use of number lines, and concrete and pictorial models."
VA,6,6.NS.1.c,"Represent and determine equivalencies among fractions (proper or improper) and mixed numbers that have denominators that are 12 or less or factors of 100 and percents incorporating the use of number lines, and concrete and pictorial models."
VA,6,6.NS.1.d,"Represent and determine equivalencies among decimals, percents, fractions (proper or improper), and mixed numbers that have denominators that are 12 or less or factors of 100 incorporating the use of number lines, and concrete and pictorial models."
VA,6,6.NS.1.e,"Use multiple strategies (e.g., benchmarks, number line, equivalency) to compare and order no more than four positive rational numbers expressed as fractions (proper or improper), mixed numbers, decimals, and percents (decimals through thousandths, fractions with denominators of 12 or less or factors of 100) with and without models. Justify solutions orally, in writing or with a model. Ordering may be in ascending or descending order."
VA,6,6.NS.3.a,Recognize and represent patterns with bases and exponents that are whole numbers.
VA,6,6.NS.3.b,"Recognize and represent patterns of perfect squares not to exceed 20², by using concrete and pictorial models."
VA,7,7.CE.2.d,"Estimate and determine the percentage of a given whole number, including but not limited to the use of benchmark percentages."
VA,7,7.MG.1.a,"Develop the formulas for determining the volume of right cylinders and solve problems, including those in contextual situations, using concrete objects, diagrams, and formulas."
VA,7,7.NS.1.a,Investigate and describe powers of 10 with negative exponents by examining patterns.
VA,7,7.NS.1.b,Represent a power of 10 with a negative exponent in fraction and decimal form.
VA,7,7.PFA.2.a,"Use the order of operations and apply the properties of real numbers to simplify numerical expressions. Exponents are limited to 1, 2, 3, or 4 and bases are limited to positive integers. Expressions should not include braces { } but may include brackets [ ] and absolute value bars | |. Square roots are limited to perfect squares."
VA,7,7.PFA.2.c,Simplify and generate equivalent algebraic expressions in one variable by applying the order of operations and properties of real numbers. Expressions may require combining like terms to simplify. Expressions will include only linear and numeric terms. Coefficients and numeric terms may be positive or negative rational numbers.
VA,7,7.PFA.2.d,"Use the order of operations and apply the properties of real numbers to evaluate algebraic expressions for given replacement values of the variables. Exponents are limited to 1, 2, 3, or 4 and bases are limited to positive integers. Expressions should not include braces { } but may include brackets [ ] and absolute value bars | |. Square roots are limited to perfect squares. Limit the number of replacements to no more than three per expression. Replacement values may be positive or negative rational numbers."
VA,7,7.PFA.4.a,"Apply properties of real numbers and the addition, subtraction, multiplication, and division properties of inequality to solve one- and two-step inequalities in one variable. Coefficients and numeric terms will be rational."
VA,7,7.PFA.4.b,Investigate and explain how the solution set of a linear inequality is affected by multiplying or dividing both sides of the inequality statement by a rational number less than zero.
VA,7,7.PFA.4.c,Represent solutions to one- or two-step linear inequalities in one variable algebraically and graphically using a number line.
VA,7,7.PFA.4.d,"Write one- or two-step linear inequalities in one variable to represent a verbal situation, including those in context."
VA,7,7.PFA.4.f,Solve problems in context that require the solution of a one- or two-step inequality.
VA,7,7.PFA.4.g,Identify a numerical value(s) that is part of the solution set of a given one- or two-step linear inequality in one variable.
VA,7,7.PFA.4.h,Describe the differences and similarities between solving linear inequalities in one variable and linear equations in one variable.
VA,8,8.PFA.1.b,Simplify and generate equivalent algebraic expressions in one variable by applying the order of operations and properties of real numbers. Expressions may need to be expanded (using the distributive property) or require combining like terms to simplify. Expressions will include only linear and numeric terms. Coefficients and numeric terms may be rational.
VA,8,8.PFA.2.b,"Identify the domain and range of a function represented as a set of ordered pairs, a table, or a graph of discrete points."
WI,1,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe and count the shares using the words halves and fourths, and use the phrases half of and fourth of the whole. Describe the whole as being two of the shares, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares."
WI,1,1.MD.A.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.
WI,1,1.MD.A.2,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps."
WI,1,1.MD.B.3,Tell and write time in hours and half-hours using analog and digital clocks.
WI,1,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another."
WI,1,1.NBT.A.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral."
WI,1,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:
WI,1,1.NBT.B.2.a,"10 can be thought of as a bundle of ten ones—called a ""ten.”"
WI,1,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones."
WI,1,1.NBT.B.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones)."
WI,1,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits and describe the result of the comparison using words and symbols (>, =, and <)."
WI,1,1.NBT.C.5,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used."
WI,1,1.NBT.C.6,"Subtract multiples of 10 in the range 10–90 from multiples of 10 in the range 10–90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used."
WI,1,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem."
WI,1,1.OA.A.2,"Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem."
WI,1,1.OA.B.3,Apply properties of operations as strategies to add and subtract.
WI,1,1.OA.B.4,Understand subtraction as an unknown-addend problem.
WI,1,1.OA.C.5,Use counting and subitizing strategies to explain addition and subtraction.
WI,1,1.OA.C.5.a,"Relate counting to addition and subtraction (e.g., by counting on 2 to add 2)."
WI,1,1.OA.C.6.a,Flexibly and efficiently add and subtract within 10 using strategies that may include mental images and composing and decomposing up to 10.
WI,1,1.OA.C.6.b,"Add and subtract within 20 using objects, drawings, or equations. Use multiple strategies that may include counting on; making a ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13)."
WI,1,1.OA.D.7,Understand the meaning of the equal sign as “has the same value or amount as” and determine if equations involving addition and subtraction are true or false.
WI,2,2.G.A.1,"Recognize and draw shapes having specified attributes, such as a given number of angles or a given number of equal faces. Identify triangles, quadrilaterals, pentagons, hexagons, and cubes. Sizes are compared directly or visually, not compared by measuring."
WI,2,2.G.A.2,Partition a rectangle into rows and columns of same-size squares and count to find the total number of them.
WI,2,2.G.A.3,"Partition circles and rectangles into two, three, or four equal shares, describe and count the shares using the words halves, thirds, and fourths, and use phrases half of, a third of, and a fourth of the whole. Describe the whole as composed of two halves, three thirds, and four fourths. Recognize that equal shares of identical wholes need not have the same shape."
WI,2,2.MD.A.1,"Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes."
WI,2,2.MD.A.2,"Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen."
WI,2,2.MD.A.3,"Estimate lengths using units of inches, feet, centimeters, and meters."
WI,2,2.MD.A.4,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit."
WI,2,2.MD.B.5,"Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units, e.g., by using drawings (such as number lines) and equations with a symbol for the unknown number to represent the problem."
WI,2,2.MD.B.6,"Represent whole numbers as lengths from 0 on a number line with equally spaced points corresponding to the numbers 0, 1, 2 ... and represent whole-number sums and differences within 100 on a number line."
WI,2,2.MD.C.7,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m."
WI,2,2.MD.D.9,"Generate measurement data by measuring lengths of several objects to the nearest whole unit, or by making repeated measurements of the same object. Show the measurements by making a line plot, where the horizontal scale is marked off in whole-number units."
WI,2,2.NBT.A.1.a,"100 can be thought of as a bundle of ten tens—called a ""hundred""."
WI,2,2.NBT.A.1.b,"The numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones)."
WI,2,2.NBT.A.2,"Count within 1,000; skip-count by fives, tens, and hundreds."
WI,2,2.NBT.A.3,"Read and write numbers to 1,000 using base-ten numerals, number names, and expanded form."
